Kanji	Field	OldValue	NewValue	Comment
# Default values for primitives from shadow version of Migaku kanji db excel sheet
檜	heisig_comment		The right side of this character looks rather more formidable than it is. The tricky part lies in the elements that have been described as “pent-in . . . small.” (The latter element you will remember from the element for outhouse 脾 or candle 肖.) The combination, when it appears in other characters, is generally abbreviated to the shape of the element for sun. In any case, drawing the shape will show it to be quite natural.
薮	heisig_story		flowers . . . number. [16]
薮	heisig_comment		The key word here refers to a medic of questionable reputation. It does not, however, carry the original meaning of the German term: a doctor who used water to cure.
慧	heisig_comment		Note that the second stroke on the element for broom does not pass through as it does in the character for comet. A similar change takes place in the character 急. It would be nice if it were possible to make a rule for this kind of transformation, but the evolution of the kanji has not been consistent on this point.
筈	heisig_comment		The sense of the key word here is not one of moral obligation (as we saw in 莫, frame 2105) but rather of something that is “expected” of one.
錆	heisig_comment		Since Chinese and Japanese distinguish blue and green differently from European languages, it is not surprising that the verdigris that occurs on copper is here indicated by the element for blue.
碗	heisig_comment		This is a teacup made out of stone. When it is made out of wood, it is written 椀 (see frame 2487).
菩	heisig_story		flowers . . . <u>vase</u> . . . <u>mouth</u>. [11]
菩	heisig_comment		Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
坤	heisig_comment		In Chinese astrology and divining, this character refers to “the earthly” and stands counter to 乾 as the “moist” against the “dry.”
絃	heisig_comment		The sense of the key word is that of “strings” used for stringed instru- ments, which are not necessarily the intestines of cats.
袴	heisig_comment		This kanji describes the formal divided skirt or hakama that you might see university students wearing at graduation. For the right side, com- pare 誇 (1.1244).
狛	heisig_story		pack of wild dogs . . . white. [8]
狛	heisig_comment		The a-un are lion-like dogs that often grace the front of temples or public buildings in Japan. Their name comes from the first and last letters of the Sanskrit alphabet (transliterated in Japanese as 阿呍) and symbolize a wholeness as in the English phrase “alpha and omega.”
檀	heisig_story		tree . . . top hat . . . rotation . . . night break. [17]
檀	heisig_comment		Compare the right side to 壇 (1.587).
迦	heisig_story		<u>add</u> . . . road. [8]
迦	heisig_comment		This kanji is used to represent the sound “ka” when transcribing words from Sanskrit. Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
禎	heisig_comment		This kanji refers to a sign or token of congratulations.
胤	heisig_comment		human legs surrounding a cocoon and flesh. [9]
瀞	heisig_comment		Editor's note: Notice how the 'bound up' in top right corner changes to something that resembles 'vulture'.
聯	primitives	耳幺	耳幺幺
聯	heisig_story		ear . . . two cocoons . . . cactus. [17]
聯	heisig_comment		The last primitive, cactus, does not appear elsewhere in this book, but is useful to learn, especially for writing old forms. It is pictographic.
甫	heisig_comment		This character, none other than the element we learned as dog tag, is a nickname for a male child. It is used chiefly in personal names. [7]
峯	heisig_story		mountain . . . walking legs . . . bushes. [10]
峯	heisig_comment		The alternate form is used mainly in names. As in the character in the previous frame, the only difference from the standard form 峰 (1.1562) is in the positioning of the mountain.
魯	primitives		魚日
脛	heisig_story		flesh . . . ceiling . . . flood . . . craft. [11]
脛	heisig_comment		The element on the right, which will appear once more in the following frame, is actually the old form of the element for spool, 圣, and replaces it in the old form of all the kanji we learned with that element. In addi- tion to the following frame, here are two more examples: 輕 and 經 (old form) vs 軽 and 経 (modern abbreviations)
擢	heisig_story		fingers . . . feathers . . . turkey. [17]
擢	heisig_comment		The concept here is “conspicuously surpass,” or “stick out of the crowd.” Editor's note: Here the 'feathers' are given a bit unusual form.
什	heisig_comment		As in the previous frame, this character is an alternative form for 十.
蝦	heisig_comment		Compare the right side with 暇 (1.1882).
篇	heisig_story	bamboo . . . door . . . scrapbooks. [15] The French word captures better than any English word can the range of uses this character has in designating chapter, volume, part, or fascicle of a classical text.	bamboo . . . door . . . scrapbooks. [15]
篇	heisig_comment		The French word captures better than any English word can the range of uses this character has in designating chapter, volume, part, or fascicle of a classical text.
阜	heisig_comment		This is the original character that was abbreviated to form the element we learned as pinnacle 阝.
兜	primitives	白儿	匚白匚儿
糊	primitives	米胡	米古月
斯	heisig_comment		This character is not substantially different from the character we identified as this here 此 (frame 2043).
梧	primitives		木吾
厭	heisig_story		This character, which carries the sense of being weighted down by the meaninglessness of life, calls to mind a vivid image of despair in Nietzsche’s Thus Spoke Zarathustra that makes it simple to remember. Walking the dark cliffs at midnight, Zarathustra hears a dog howling. He approaches, and under the light of the moon sees a shepherd lad lying on the ground with a thick, black snake hanging out of his mouth (like a long, wagging tongue, we might add). The snake had crawled in while he was asleep and grabbed on to the lad’s throat. Zarathustra tells him to bite off the head of the snake and become free of the despair that holds him in tortured captivity.
昂	heisig_story		sun . . . box . . . seal. [8]
昂	heisig_comment		Although this character is not essentially different in connotation from 昴 (frame 2435), be sure to keep the writing distinct.
卦	primitives		圭卜
巽	heisig_comment		One of the directions in classical Chinese geomancy, this character is used in Japanese today chiefly in names.
饅	heisig_story		food . . . mandala. [20]
饅	heisig_comment		It is only a matter of time before this character takes the standard abbreviation for food on the left. Meantime, it will alert you to the older style of writing, which still shows up in rather complicated characters that use the food primitive.
曳	primitives	日乙丶	日[arm]
曳	heisig_comment		Take particular care not to confuse this key word with the familiar primitive element for drag ⺁
或	heisig_comment		This character is roughly equivalent to the indefinite article <b>a</b> in English or to the phrase a certain.... It appears as a primitive in the characters 域 and 惑 (1.356, 614).
欽	primitives		金欠
巌	primitives		山厳
巌	heisig_story		mountain . . . stern. [20]
巌	heisig_comment		The simplified character was learned as 岩 (1.770).
邑	heisig_comment		This is the parent character from which the primitive 巴 is derived.
祀	heisig_story		altar . . . snake. [8]
祀	heisig_comment		The standard abbreviation for altar has generally taken over, but the character in this and the following frame are exceptions.
匙	heisig_comment		The character for spoon already learned 匕 (1.444) is actually an abbreviation of this fuller character. The meanings are essentially the same.
彙	primitives	ヨ冖果	彑冖果
撹	primitives		扌覚
叢	heisig_story		upside down in a row . . . soil . . . take. [18]
叢	heisig_comment		This character is often used for collections of books or essays; the only reason for the choice of the key word is that the number of synonyms for “collection” has been fairly exhausted already!
舘	primitives		𠆢舌官
舘	heisig_story		umbrella . . . tongue . . . bureaucrat. [16]
舘	heisig_comment		The standard form of this character 館 (1.1478) uses the element for food on the left. Because the older form is somewhat simpler to write, it remains in use today
袈	heisig_comment		This key word is used for the stole of a Buddhist monk, generally in combination with 裟 (monk's sash)
筑	heisig_comment		This ancient harp, a predecessor of the present Japanese koto, had 5, 13, or 21 strings.
帖	heisig_comment		The key word here is a counter for 25 sheets of paper.
奧	primitives		丶冂釆大
舜	primitives		[birdhouse]舛
鎚	heisig_comment		Compare the wooden hammer 槌 in frame 2477.
珈	heisig_story		jewel . . . add. [9]
珈	heisig_comment		These two characters (珈 and 琲) , taken together, are the Chinese phonetic transliterations of the English word coffee, which is the principal form in which you are likely to meet them today. The key words, however, are drawn from their classical meanings.
藝	heisig_story		flowers . . . rice-seedlings . . . ground . . . fat man . . . rising cloud. [18]
藝	heisig_comment		The abbreviation in common use is 芸 (1.421).
孟	primitives		子皿
暉	heisig_story		sun alongside a chariot. [13]
暉	heisig_comment		Be careful to keep this character distinct from 'halo' (暈), which differs only by the disposition of the elements.
鋪	heisig_story		metal . . . dog tag. [15]
鋪	heisig_comment		The only difference from the more common form 舗 (1.1839) is that the left side here uses the element for metal. There is also a third alternative which is sometimes seen, but has been omitted here: 舖.
埜	heisig_story		grove . . . soil. [11]
埜	heisig_comment		The standard form 野 (1.1596) differs rather radically from this older form, which appears now in old texts and occasionally in proper names.
僻	primitives		人辟
掩	heisig_comment		The sense of the key word does not refer to an actually funeral “shroud,” but only to the sense of being covered over or concealed.
楕	heisig_story		tree . . . left . . . flesh. [13]
楕	heisig_comment		We have met the element to the right here before, as in 惰 (1.629). The standard form for this character is actually 橢, but the abbreviation has passed into general use.
諺	primitives	言乂厂彡	言彦
蜀	primitives		罒勹虫
喬	primitives	口冂	夭口高
喬	primitive_keywords	angels	angel
桧	heisig_story		tree . . . meeting. [10]
桧	heisig_comment		See also frame 2964 for old form
筏	primitives	人竹戈	竹伐
邁	heisig_story		ten thousand . . . road. [16]
邁	heisig_comment		The “old” element in this character is that for road, which has an extra initial stroke. See also 逞
肇	heisig_comment		You will recognize the combination at the top here from the character 啓 (1.1085).
嶽	heisig_story		mountain . . . prison. [17]
嶽	heisig_comment		The abbreviated form of this character 岳 (1.1330), used in place names, shifts the mountain to the bottom, a rather odd change as the kanji go
梵	heisig_story		This is the sound character for the Sanskrit word brahman, and is also used to indicate the Sanskrit language as such. Its elements are grove ... <u>mediocre</u>.[11]
梵	heisig_comment		This is a phonetic character. The signal primitive providing the sound is underlined.
壷	primitives	土冖	土冖亜
壷	heisig_comment		Note how the second stroke in crown doubles up with the first stroke of Asia.
煕	primitives		臣巳火
涅	heisig_comment		The key word here is meant to suggest not merely something made, but something made with an intention to deceive.
爾	heisig_comment		Note that the writing of the element for spike is interrupted by the element for eight. This character—among whose older usages was as a polite form of addressing someone—is now used chiefly in names, except for the famous Buddhist expression that will be introduced when its reading comes up in Part Two.
云	heisig_comment		The primitive we learned as rising cloud is actually a kanji used to indi- cate someone’s spoken words. [4]
盧	primitives		虎田皿
滉	heisig_comment		The sense of the key word is of a vast and deep body of water.
唖	heisig_story		mouth . . . <u>Asia</u>. [10]
唖	heisig_comment		The sense of the key word is that of a baby oohing and aahing. Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
蛹	primitives		虫マ用
薗	heisig_story		flowers . . . park. [16]
薗	heisig_comment		This character is used principally in proper names. The only change you will notice from the standard form 園 (1.585) is the addition of the element for flowers.
珪	primitives		王圭
頚	heisig_comment		The key word here is meant to specify the anatomical neck, to distinguish it from the broader uses of the character 首 (1.70).
捺	heisig_comment		The impression referred to here is like that made by a seal on wax.
捷	heisig_story		fingers . . . broom run. [11]
捷	heisig_comment		Take special care when writing the right side of this character. The first stroke belongs to the element <i>run</i> and is followed by that for <i>broom</i>.
嵌	heisig_comment		This character is used to express fitting one thing into another.
孕	heisig_comment		The key word here means “pregnant.”
鋏	heisig_comment		This is the character on which the element for scissors 夾 was based.
倖	primitives		人幸
鋤	heisig_comment		This is the plow whose metal blades were used to grill meat and which gives us the word sukiyaki (plow-fried).
裡	heisig_story		cloak . . . computer. [12]
裡	heisig_comment		The transposition of the standard form 裏 (1.399) involves moving the computer from the middle of the element for cloak to the right.
且	primitives		目一
躯	primitives		身区
躯	heisig_comment		The standard form 身 (1.1248) has by and large replaced this older character today.
尤	heisig_comment		The sense of the key word is that something “stands to reason.”
鼎	heisig_comment		This character is not hard to remember if you think of it as back-to- back characters for one-sided with a sun in the middle (and necessitat- ing a shorter vertical stroke for one-sided). [12]
峨	primitives		山我
熔	primitives		火容
熔	heisig_comment		This is the character for melt 溶 (1.791), with the water replaced by fire.
笥	heisig_comment		The term here refers to what contains one’s robes, not the robes themselves.
輻	heisig_comment		The key word refers to the spoke of a wheel.
它	primitives		宀匕
曼	heisig_comment		Since this character is most familiarly used in transcribing the Sanskrit word <b>mandala</b>, we shall allow its primitive meaning to stand as the key word for the kanji also. [11]
潅	primitives	水潅	水[pegasus]
麿	heisig_comment		This kanji was used during the Heian period to refer to oneself. It is a home-grown Japanese character whose reading まろ comes from com- bining the Chinese readings of its two elements. It is used today only for names, the most famous of which is the name of the celebrated painter of ukiyo-e paintings, Utamaro 歌麿.
鄭	primitives	酋大⻏	丷酉大⻏
掠	primitives		扌京
壽	heisig_story		samurai. . . broken crown . . . craft . . . floor . . . mouth . . . glue. [14]
壽	heisig_comment		The newer form 寿 (1.1565) tends to dominate today when it is used as a primitive. Note the following example: 鑄 (old form) vs 鋳 (modern abbreviation)
趨	heisig_comment		The sense of this key word is the way someone in kimono runs, taking short steps quickly.
會	primitives		𠆢一囗小日
會	primitive_keywords		meeting (old)
會	heisig_comment		This is an old form of 会
奄	heisig_story		St. Bernard . . . eel. [8]
奄	heisig_comment		The sense of the key word is of something that is expansive and covers over everything. When used as a primitive, it will mean a dachshund. Think here of a particularly large and l-o-n-g one to combine the qualities of the eel and the St. Bernard.
摺	heisig_comment		The sense here is of rubbing out an image, as in “brass-rubbing.”
參	primitives		厶厶参
嵯	primitives		山差
芻	heisig_comment		Think of this element as showing two ricks of dried hay lying on top of each other. The element for bound up is familiar. The 3-stroked piece being bound up appeared in the primitive for mountain goat 髦. Think of the goat burying his “missing” horns in the hay to pick them up and toss them. [10]
襖	heisig_story		cloak . . . core. [17]
襖	heisig_comment		This actually is the kanji for fusuma, an opaque sliding paper door found in Japanese houses.   Editor's note: Note that the right side has a 'animal tracks' instead of 'grains of rice' so it's not actually a simple 'core'. Add an extra  down-left sloping stroke.
涌	primitives		水マ用
聚	primitives		耳又丶丶[rags]
聚	heisig_story		ear . . . crotch . . . two drops . . . person . . . rag. [14]
聚	heisig_comment		This character should not be confused with 衆 (1.1857). Despite the similarity, it is neither an abbreviated nor an alternate form of it. If anything, in modern usage it is most likely to be replaced with 集 (1.559).  Editor's note: Despite what Heisig says, the lower part here does in fact resemble the same lower part with 衆 so much that it's listed as secondary primitive (currently unnamed)
於	primitives	方冫	方𠆢丶丶
嘗	primitives	尚旨	[outhouse]旨
匍	primitives		勹甫
愈	primitives	亼刖心	[butchers]心
耆	primitives		老日
畢	primitives		田[silage]十
癸	primitives		癶天
做	heisig_comment		The key word combines the meanings of the character for make 作 (1.1142) and 為 do (1.1918).
彊	heisig_comment		See frame 2509 橿 for a similar right-side combination.
碍	heisig_comment		Compare the right side with 得 (1.876).
俑	primitives		人マ用
睿	primitives		卜冖一谷目
碇	heisig_comment		Compare this stone anchor with the metal anchor 錨 in frame 2765
揖	heisig_comment		The sense of the key word is to compile or bring together.
暈	heisig_story		sun atop a chariot. [13]
暈	heisig_comment		Be careful to keep this character distinct from 'glitter' (暉), which differs only by the disposition of the elements.
翟	primitives		羽隹
鼈	heisig_story		shredder . . . eels [old form]. [25]
鼈	heisig_comment		The change in the first three strokes of the element for shredder is a familiar one found often in older forms. I leave it to you to combine the pieces for the old form of eels. The older form of the primitive we learned as eels is rather more difficult. You will find it in older forms of several familiar characters such as the following: 繩, 蠅 (old forms) vs 縄, 蝿 (modern abbreviations)
欝	primitives		林爻罒艮寸
欝	heisig_story		two sheaves in a woods . . . net . . . silver . . . glue. [22]
欝	heisig_comment		The key word here refers to the psychological state of depression. Editor's note: See the bottom part of 爵 which is identical to this one. By removing the top part (vulture) we can assemble a story: "A <i>baron</i> lost his favourite <i>vulture</i> while gathering <i>sheaves</i> in his <i>grove</i> and got <b>depressed</b>
轡	heisig_story		thread . . . cart . . . thread . . . mouth. [22]
轡	heisig_comment		The primitive at the top of this character is abbreviated in more common words as 亦, a primitive element that was learned in vol. 1 (page 359). Note the following examples:  變 and 戀 (old form) vs 変 and 恋 (modern abbreviation)
彪	primitives	虎儿彡	虎彡
幟	primitives	巾音戈	巾戠
畷	heisig_story		field . . . stitching. [13] 
畷	heisig_comment		The character learned for paddy-ridge in vol. 1 畔 (1.1204) and that for paddy-field ridge 畦, which we will meet in frame 2571, both mean the “ridges” that run between rice paddies. The character introduced here refers directly to the ridge that is used as a walking path. 
渫	primitives		水枼
鰈	primitives		魚枼
丕	primitives		不一
爻	primitives		乂乂
幺	primitives		厶
楪	primitives		木枼
黽	primitive_keywords		eels (old)
黽	heisig_story		This is a old form of [bucket_of_eels] (bucket of eels)
鑿	heisig_story		standing in a row upside down . . . mortar and walking stick . . .missile . . . metal. [28]
鑿	heisig_comment		The sense of the key word is boring a hole into something.
亙	primitives		瓦一
亙	heisig_story		tile . . . floor. [6]
亙	heisig_comment		The standard form of this character 亘 (1.32) is also standard when it is used as a primitive in other characters. Note the following example in a character already learned: 恆 (old form),  恒 (1.620 modern abbreviation)
玨	primitives		王王
堞	primitives		土枼
𨫤	primitives		金通
慳	primitives		心堅
夋	primitives		允夂
夋	primitive_keywords		streetwalker
夋	heisig_story		We learned this combination earlier in the character 俊 (1.1014) with the elements person . . . license . . . walking legs. The primitive meaning covers the sense of one “walking around licentiously.” [7]
粁	heisig_comment		The character 米 is used for meter (from the sound). Thus, a kilometer is made by adding the element for thousand.
揲	primitives		扌枼
糎	heisig_comment		The reason that the rin (1.178) or 1/1000th of a yen is added to the meter to give us centimeter is that 厘 originally meant 1/100th, and 毛 1/1000th, as we see in the kanji 粍 (millimeter)
碟	primitives		石枼
緤	primitives		糸枼
巠	primitives		一川工
巠	primitive_keywords		spool (old)
巠	heisig_story		This is an old form of 圣 (spool)
豎	primitives		臤豆
歺	primitives		卜夕
埇	primitives		土甬
叚	primitive_keywords		hobby
叚	heisig_comment		Editor's note: This isn't listed as a separate primitive by Heisig, but still mentioned as a 'hobby' in 'haze' and 'spare time'.
橿	heisig_story		tree . . . 2 fields . . . floors and ceilings. [17]
橿	heisig_comment		The type of oak tree this character refers to is classically reputed to be good for making boats, carts, and the like. See frame 2240 for a similar right-side combination.
㝵	primitives		旦寸
媟	primitives		女枼
鞢	primitives		革枼
雩	primitives		雨一丂
惢	primitives		心心心
耑	primitives		山而
牃	primitives		丬枼
咢	primitives		口口一丂
區	primitives		囗品
區	primitive_keywords		ward (old)
區	heisig_story		This is a older form of 区
孯	primitives		臤子
惵	primitives		心枼
樒	heisig_comment		The star-anise, as you will guess from the primitive on the left, is a kind of tree—to be precise, a kind of Chinese evergreen that belongs to the magnolia family. It is known for its aromatic oil.
龸	primitive_keywords	classroom, schoolhouse	
礥	primitives		石賢
幵	primitives		干干
肀	primitives	ヨ一	ヨ丨
亶	primitives		亠回旦
彑	primitives		彑
鉦	heisig_comment		This character indicates a Western bell, which is struck from the inside by a gong, unlike the oriental bell 鐘, which is struck from the outside.
夸	primitives		大一丂
鏗	primitives		金堅
尓	primitives		𠂉小
詑	primitives		言宀匕
卬	primitives		匚卩
瑶	primitives		王[condor]
甬	primitives		マ用
甬	primitive_keywords		pogo stick
甬	heisig_story		Chop-seal.. Utilize..
甬	heisig_comment		This is a non-Heisig primitive, crowdsourced from Koohi stories:  chop-seal + utilize/philips screw driver = pogo stick. Because a chop-seal is long and thin with a rubbery bit at the end. If it were big enough, you could utilize it as a pogo stick. A long screw driver with a chop-seal on the end makes an interesting pogo stick
籤	primitives	竹戈韭人	竹从戈韭
哩	heisig_story		mouth . . . one ri.  [10]
哩	heisig_comment		Although the mile is longer than the ri, the two are close enough that the addition of the mouth can indicate a foreign unit of measurement.
兑	primitives		丷兄
夌	primitives		圥夂
娃	heisig_comment		The sense here is of someone lovely to behold.
噸	heisig_comment		The character 頓, again from the sound, gives us a start to that for a ton. The addition of the element of mouth to the left indicates that it is used for its sound and to convey a meaning other than the normal meaning of the character. This is a device commonly used in written Chinese.
巩	primitives		工凡
叕	primitives		又又又又
叕	primitive_keywords		stitching
叕	heisig_story		This element is actually a character in its own right, a pictograph of something that has been <b>stitched.</b> [8] 
箆	heisig_story		bamboo . . . hood . . . umbrella . . . compare. [14]
箆	heisig_comment		Editor's note: Or is it bamboo . . . hood . . . person . . . compare... ?
畺	primitives		一田一田一
殸	primitives		声殳
鼡	primitives		⺍几[cornstalk]
矞	primitives		矛冂儿口
夭	primitive_keywords	witch	witch, sapling
夭	heisig_story	Pay special attention to the fact that here the first stroke is written right to left, rather like the first stroke of thousand (FRAME 40), rather than left to right (天 heavens)	Pay special attention to the fact that here the first stroke is written right to left, rather like the first stroke of thousand (FRAME 40), rather than left to right (天 heavens)  Editor's note: In RTK3 Heisig introduces this very same kanji with different primitive keyword: 'sapling': "This element is easily confused with the shape of the character 天 in such kanji as 添 (1.634) and in the element 喬 (1, page 158). Its meaning comes from the rather rare kanji on which it is based."
臤	primitives		臣又
祘	primitives		示示
帛	primitives		白巾
鋻	primitives		臤金
离	primitives		亠凶冂厶
离	primitive_keywords		sheik
离	heisig_story		top hat . . . villain . . . belt . . . elbow. [10]
离	heisig_comment		This element is already familiar from the character 離 (1.1492). The reason the element for elbow requires 3 strokes instead of the usual 2 is that the combination of elements 髏 is actually a radical classically defined as having 5 strokes.
咠	primitives		口耳
粦	primitives		米舛
粦	primitive_keywords		shoeshine
粦	heisig_story		rice . . . sunglasses. [12]
粦	heisig_comment		This combination of elements has already been learned from the character 隣 (1.1311). The assignation of the primitive meaning is almost entirely arbitrary.
匋	primitives		勹缶
佼	primitives		人交
甹	primitives		由丂
豙	primitives		立豕
豈	primitives		山豆
豈	primitive_keywords		hill of beans
豈	heisig_story		This element (actually a rather rare character in its own right) is made up of exactly what it says: <b>a hill of beans</b>. [10]
掔	primitives		臤手
浬	heisig_story		water . . . one ri. [10]
浬	heisig_comment		Since the Japanese did not have a separate unit for measuring nautical ri, this character was used for the Western measurement of the nautical mile. The same holds true of the characters in the next two frames.
慾	heisig_story		longing . . . heart. [15]
慾	heisig_comment		The only difference from the standard form of this character 欲 (1.92) is that the element for heart is included at the bottom
粲	primitives		卜夕又米
㐬	primitives		𠫓川
槀	primitives		高木
毳	primitives		毛毛毛
慂	primitives		水マ用心
翏	primitives		羽㐱
罒	primitive_keywords	eye	net, eye
罒	heisig_comment	Editor's note: This net radical 罒 (referred by Heisig as eye turned on its side) has a different meaning from the normal eye kanji (目). We'll keep these as separate primitives, but for each kanji you can use either Heisig's mnemonics (which doesn't differentiate the two) or substitute a different keyword to your own story using this 罒 primitive. Suggestions: Spider's net, internet or fishing net.	Editor's note: This net radical 罒 (referred by Heisig as eye turned on its side) has a different meaning from the normal eye kanji (目). We'll keep these as separate primitives, but for each kanji you can use either Heisig's mnemonics (which doesn't differentiate the two, at least in his first book) or substitute a different keyword to your own story using this 罒 primitive. Suggestions: Spider's net, internet or fishing net.
厥	primitives		厂屰欠
粍	heisig_comment		Incidentally, you should note that the same conventions are used to create litres, centilitres, and millilitres, based on another kanji chosen for its sound: 立, 竏, and 竓.
匊	primitives		勹米
[condor]	heisig_comment		Editor's comment: If looking at the stroke order, the elements should be: vulture... dry... mountain..
## Add new non-Unicode primitives
[i_ching]	primitives		二二
[i_ching]	heisig_story		The appearance of this element looks enough like one of the combinations used in the Chinese Book of Changes, the I Ching, to give us a meaning for this element. Note that there is always something that comes between the two halves to keep them apart. [4] 
[futon]	primitives		羽隹
[futon]	heisig_story		A <b>futon</b> made of <i>turkey feathers</i>
[futon]	heisig_comment		This is a non-Heisig primitive crowdsourced from Koohi stories.
[butchers]	primitives		亼刖
[butchers]	heisig_story		Meeting.. Butcher..
[butchers]	heisig_comment		Editor's note: This isn't specifically declared as a primitive by Heisig in his books, though it is hinted in his comments. It is however shared by many kanjis so it warrants its own separate entry here.
## Misc fixes
亀	primitive_alternatives	[eel][bucket_of_eels]	[eel][bucket_of_eels]电
会	primitives	𠆢云亼[wall]	亼[wall]
愛	primitives	爪冖[birdhouse]心夂	[birdhouse]心夂
受	primitives	爪冖[birdhouse]又	[birdhouse]又
原	primitives	厂白小泉	厂泉
座	primitives	广坐从土	广从土
京	primitives	亠口高小	高小
互	primitives	[wall]	[wall][wall]
載	primitives	土戈𢦏車	𢦏車
拐	primitives	扌啇	扌口刀
豪	primitives	亠口高冖豕	高冖豕
亀	primitives	勹日日	勹日日乙
熟	primitives	享火	享丸火
掲	primitives	扌日匂[siesta]	扌[siesta]
渇	primitives	水日匂[siesta]	水[siesta]
亭	primitives	亠口冖丁高	高冖丁
葛	primitives	艹日匂[siesta]	艹[siesta]
喝	primitives	口日匂[siesta]	口[siesta]
傲	primitives	人土方攵倣	人土方攵
謁	primitives	言日匂[siesta]	言[siesta]
享	primitives	亠口高子	高子
褐	primitives	衤日匂[siesta]	衤[siesta]
疋	primitives		[mending]
黒	primitive_alternatives		黑
㐱	primitives		𠆢彡
彔	primitive_alternatives	录	
录	primitive_keywords		videotape
僕	primitives	人䒑业夫並	人並夫
僕	heisig_story	This key word is yet another synonym for "I," so<b>me</b>what more familiar in tone. As a rule, it is a word that boys and <b>me</b>n use to refer to themselves. Its ele<b>me</b>nts: <i>person</i> . . . <i>husbands</i> . . . <i>in a row upside down</i>.	This key word is yet another synonym for "I," somewhat more familiar in tone. As a rule, it is a word that boys and men use to refer to themselves. Its elements: <i>person</i> . . . <i>husbands</i> . . . <i>in a row upside down</i>.
親	primitives	立木辛見	辛見
新	primitives	立木辛斤	辛斤
命	primitives	合亼口卩	合卩
業	primitives	䒑业並未	並未
風	primitives	几丶虫䖝	几丶虫
派	primitives	水[rags]⺁𠂢	水⺁[rags]
迎	primitives	卬辶匚卩	辶匚卩
髪	primitives	髟長彡友	長彡友
霊	primitives	雨二业並	雨二並
惑	primitives	戈口一或心	戈口一心
襲	primitives	龍立月[slingshot]己三衣	立月[slingshot]己三衣
象	primitives	象	免豕
寅	primitives	能	宀一由ハ
域	primitives	土戈口一或	土戈口一
暇	primitives	日[staples]口又	日[staples]口又匚
七	primitive_keywords		diced
卵	primitives	卯丶丶[receipt]卩	[receipt]丶卩丶
免	primitives	免	勹日儿
脈	primitives	肉⺁[rags]𠂢	肉⺁[rags]
虎	primitives	卜厂儿	卜厂七儿
虎	heisig_story	The kanji in this frame recalls the famous Bengali fable about the group of magicians (the <i>magic wand</i>) who decided to make a <b>tiger</b>. It seems that each of them knew how to make one part of the beast, so they pooled their talents and brought all the pieces (<i>diced</i> into pieces) together, at which point the fabricated <i>tiger</b> promptly ate its makers up (the bodiless <i>human legs</i>). Whatever the parable's significance for modern civilization and its arsenals, it should help with this kanji. Oh yes, we should not forget that cliff-like element. Think of it as an abbreviation of the primitive for <i>zoo</i> (the first and fourth strokes, actually), in order to fit the <b>tiger</b> somewhere into the picture. In fact, the abbreviation is perfectly logical, since the bottom elements usurp the room for the rest of the primitive for <i>zoo</i>.	The kanji in this frame recalls the famous Bengali fable about the group of magicians (the <i>magic wand</i>) who decided to make a <b>tiger</b>. It seems that each of them knew how to make one part of the beast, so they pooled their talents and brought all the pieces (<i>diced</i> into pieces) together, at which point the fabricated <b>tiger</b> promptly ate its makers up (the bodiless <i>human legs</i>). Whatever the parable's significance for modern civilization and its arsenals, it should help with this kanji. Oh yes, we should not forget that cliff-like element. Think of it as an abbreviation of the primitive for <i>zoo</i> (the first and fourth strokes, actually), in order to fit the <b>tiger</b> somewhere into the picture. In fact, the abbreviation is perfectly logical, since the bottom elements usurp the room for the rest of the primitive for <i>zoo</i>.
抑	primitives	扌卬匚卩	扌匚卩
益	primitives	丷䒑ハ皿	丷ハ皿
催	primitives	人山隹仙	人山隹
仰	primitives	人卬匚卩	人匚卩
卑	primitives	丿丶田丩	丶田丩
虚	primitives	虎业並	虎並
蒸	primitives	艹丞了水火	艹了水火
兼	primitives	丷一ヨ丨丨ハ	丷肀丨ハ
乏	primitives	丿丶之	丶之
撲	primitives	扌夫並	扌並夫
湿	primitives	水日业並	水日並
猟	primitives	犬鼠⺍几[cornstalk]	犬⺍几[cornstalk]
衰	primitives	衣口一哀	衣口一
舗	primitives	人吉甫	舎甫
丞	primitives		了水一
丞	heisig_story		complete . . . water . . . floor. [6]
丞	heisig_comment		The shape of this character is already familiar from the character 蒸(1.1900). As we learned then, the second stroke of complete doubles up with the first stroke for water.
顕	primitives	日业並頁	日並頁
苑	primitives	艹夕卩夗	艹夗
怨	primitives	夕卩心夗	夗心
吏	primitives	一史口[arm]	一口[arm]
菫	primitives		[cabbage]一
菫	heisig_story		The element we learned as meaning cabbage comes from the kanji meaning for a violet. The addition of the fourth stroke appears in older forms of kanji that use this element also. Here you may think of it as a“purple cabbage” hanging on an overhead trestle of violets to recall the difference. [11]
逓	primitives	⺁[cornstalk]冂二巾辶	⺁[cornstalk]冂辶
叚	primitives		[staples]口又匚
𠂢	primitives	[rags]⺁	⺁[rags]
帚	primitive_keywords		house maid
㐱	primitive_keywords		parasol
就	primitives	京犬儿	京尤
稽	primitives	禾犬儿旨	禾尤旨
蝦	primitives	虫又口	虫[staples]口又匚
尤	primitive_keywords		chihuahua with one human leg
夆	primitives		夂丰
夆	heisig_story		Walking legs.. Bushes... 
